Down,Score Differential,Current Quarter,Offense SP+,Offense SP+ Rank,Rush Efficiency,Rush Rank,Pass Efficiency,Pass Rank,Rush Grade,Pass Grade,Opponent Play,Yards-To-Go,Yards-To-Goal,Yards Gained,Location,Result
3,17,2,13,125,4.7,49,7.9,42,174,167,Pass,6,45,-8,Home,Sack
3,17,3,13,125,4.7,49,7.9,42,174,167,Pass,19,84,Intercepted(-2),Home,Interception
3,24,3,13,125,4.7,49,7.9,42,174,167,Pass,13,78,-5,Home,Sack
3,31,3,13,125,4.7,49,7.9,42,174,167,Pass,1,76,8,Home,Conversion
3,31,3,13,125,4.7,49,7.9,42,174,167,Pass,6,38,10,Home,Conversion
3,31,4,13,125,4.7,49,7.9,42,174,167,Pass,8,16,-14,Home,Sack
3,38,4,13,125,4.7,49,7.9,42,174,167,Pass,10,58,0,Home,Non-Conversion
3,38,4,13,125,4.7,49,7.9,42,174,167,Pass,7,55,11,Home,Conversion
3,0,1,33.4,38,4.9,32,6.7,96,70,134,Pass,9,74,0,Home,Non-Conversion
3,7,1,33.4,38,4.9,32,6.7,96,70,134,Run,1,65,0,Home,Non-Conversion
3,7,1,33.4,38,4.9,32,6.7,96,70,134,Pass,11,40,10,Home,Non-Conversion
3,4,1,33.4,38,4.9,32,6.7,96,70,134,Pass,7,41,13,Home,Conversion
3,4,1,33.4,38,4.9,32,6.7,96,70,134,Run,3,21,0,Home,Non-Conversion
3,8,2,33.4,38,4.9,32,6.7,96,70,134,Run,2,33,1,Home,Non-Conversion
3,4,2,33.4,38,4.9,32,6.7,96,70,134,Run,8,73,6,Home,Non-Conversion
3,4,2,33.4,38,4.9,32,6.7,96,70,134,Pass,10,68,0,Home,Non-Conversion
3,4,2,33.4,38,4.9,32,6.7,96,70,134,Run,1,71,0,Home,Non-Conversion
3,4,3,33.4,38,4.9,32,6.7,96,70,134,Pass,9,67,0,Home,Non-Conversion
3,4,3,33.4,38,4.9,32,6.7,96,70,134,Pass,12,15,Intercepted(-10),Home,Interception
3,4,4,33.4,38,4.9,32,6.7,96,70,134,Pass,8,36,-22,Home,Sack
3,11,4,33.4,38,4.9,32,6.7,96,70,134,Run,2,67,4,Home,Conversion
3,11,4,33.4,38,4.9,32,6.7,96,70,134,Pass,12,55,0,Home,Non-Conversion
4,11,4,33.4,38,4.9,32,6.7,96,70,134,Run,12,55,6,Home,Non-Conversion
3,0,1,47.3,1,4.9,29,10.3,6,30,7,Run,7,29,3,Away,Non-Conversion
3,0,1,47.3,1,4.9,29,10.3,6,30,7,Pass,2,67,1,Away,Non-Conversion
3,-7,3,47.3,1,4.9,29,10.3,6,30,7,Pass,8,75,14,Away,Conversion
3,-7,4,47.3,1,4.9,29,10.3,6,30,7,Pass,8,40,5,Away,Non-Conversion
3,0,1,23.8,94,4.5,62,5.5,125,156,219,Pass,8,24,14,Away,Conversion
3,0,1,23.8,94,4.5,62,5.5,125,156,219,Run,1,1,1,Away,Conversion
3,-7,1,23.8,94,4.5,62,5.5,125,156,219,Run,1,62,2,Away,Conversion
3,-7,1,23.8,94,4.5,62,5.5,125,156,219,Pass,5,55,0,Away,Non-Conversion
3,-4,1,23.8,94,4.5,62,5.5,125,156,219,Pass,8,82,0,Away,Non-Conversion
3,-4,2,23.8,94,4.5,62,5.5,125,156,219,Run,11,37,6,Away,Non-Conversion
3,0,2,23.8,94,4.5,62,5.5,125,156,219,Pass,8,55,0,Away,Non-Conversion
3,0,2,23.8,94,4.5,62,5.5,125,156,219,Pass,9,61,-3,Away,Sack
3,0,2,23.8,94,4.5,62,5.5,125,156,219,Pass,7,48,0,Away,Non-Conversion
3,0,3,23.8,94,4.5,62,5.5,125,156,219,Run,11,21,21,Away,Conversion
3,0,3,23.8,94,4.5,62,5.5,125,156,219,Pass,8,73,4,Away,Non-Conversion
3,0,3,23.8,94,4.5,62,5.5,125,156,219,Run,8,20,14,Away,Conversion
3,0,3,23.8,94,4.5,62,5.5,125,156,219,Run,15,15,2,Away,Non-Conversion
3,-3,4,23.8,94,4.5,62,5.5,125,156,219,Pass,9,96,0,Away,Non-Conversion
3,11,4,23.8,94,4.5,62,5.5,125,156,219,Pass,2,62,0,Away,Non-Conversion
4,11,4,23.8,94,4.5,62,5.5,125,156,219,Pass,2,62,0,Away,Non-Conversion
3,18,4,23.8,94,4.5,62,5.5,125,156,219,Run,4,45,37,Away,Non-Conversion
3,11,4,23.8,94,4.5,62,5.5,125,156,219,Pass,1,53,3,Away,Conversion
3,11,4,23.8,94,4.5,62,5.5,125,156,219,Pass,5,45,0,Away,Non-Conversion
4,11,4,23.8,94,4.5,62,5.5,125,156,219,Pass,5,45,0,Away,Non-Conversion
3,0,1,33.7,34,5.2,17,7.2,75,51,109,Pass,14,64,15,Neutral,Conversion
3,0,1,33.7,34,5.2,17,7.2,75,51,109,Pass,11,50,17,Neutral,Conversion
3,0,1,33.7,34,5.2,17,7.2,75,51,109,Run,1,24,2,Neutral,Conversion
3,0,1,33.7,34,5.2,17,7.2,75,51,109,Pass,6,18,6,Neutral,Conversion
3,0,1,33.7,34,5.2,17,7.2,75,51,109,Pass,11,13,0,Neutral,Non-Conversion
3,-3,2,33.7,34,5.2,17,7.2,75,51,109,Pass,3,64,17,Neutral,Conversion
3,-3,2,33.7,34,5.2,17,7.2,75,51,109,Pass,8,45,0,Neutral,Non-Conversion
3,-3,2,33.7,34,5.2,17,7.2,75,51,109,Pass,4,53,8,Neutral,Conversion
3,-3,2,33.7,34,5.2,17,7.2,75,51,109,Pass,6,22,12,Neutral,Conversion
3,-3,2,33.7,34,5.2,17,7.2,75,51,109,Pass,3,3,3,Neutral,Conversion
3,-7,2,33.7,34,5.2,17,7.2,75,51,109,Pass,6,20,0,Neutral,Non-Conversion
3,-10,3,33.7,34,5.2,17,7.2,75,51,109,Pass,8,72,16,Neutral,Conversion
3,-10,3,33.7,34,5.2,17,7.2,75,51,109,Pass,10,13,3,Neutral,Non-Conversion
3,-13,3,33.7,34,5.2,17,7.2,75,51,109,Run,18,45,9,Neutral,Non-Conversion
3,-6,4,33.7,34,5.2,17,7.2,75,51,109,Run,1,66,2,Neutral,Conversion
3,-6,4,33.7,34,5.2,17,7.2,75,51,109,Run,1,55,3,Neutral,Conversion
3,-7,4,33.7,34,5.2,17,7.2,75,51,109,Pass,7,65,22,Neutral,Conversion
3,-7,4,33.7,34,5.2,17,7.2,75,51,109,Run,7,40,-2,Neutral,Non-Conversion
3,0,1,22.2,104,4.2,78,5.3,128,182,232,Pass,8,42,0,Home,Non-Conversion
3,0,1,22.2,104,4.2,78,5.3,128,182,232,Pass,5,50,-10,Home,Sack
3,7,2,22.2,104,4.2,78,5.3,128,182,232,Pass,12,61,Intercepted(-16),Home,Interception
3,14,2,22.2,104,4.2,78,5.3,128,182,232,Pass,11,79,-7,Home,Sack
3,14,2,22.2,104,4.2,78,5.3,128,182,232,Run,1,61,-4,Home,Non-Conversion
3,14,2,22.2,104,4.2,78,5.3,128,182,232,Pass,6,69,-5,Home,Sack
3,14,3,22.2,104,4.2,78,5.3,128,182,232,Pass,7,72,-7,Home,Sack
3,21,3,22.2,104,4.2,78,5.3,128,182,232,Pass,7,81,0,Home,Non-Conversion
3,28,3,22.2,104,4.2,78,5.3,128,182,232,Run,10,51,13,Home,Conversion
3,28,3,22.2,104,4.2,78,5.3,128,182,232,Pass,10,10,-80,Home,Fumble
3,35,3,22.2,104,4.2,78,5.3,128,182,232,Pass,6,71,0,Home,Non-Conversion
3,42,3,22.2,104,4.2,78,5.3,128,182,232,Pass,10,75,0,Home,Non-Conversion
3,42,4,22.2,104,4.2,78,5.3,128,182,232,Pass,4,89,Intercepted(14),Home,Interception
3,49,4,22.2,104,4.2,78,5.3,128,182,232,Run,2,67,3,Home,Conversion
3,49,4,22.2,104,4.2,78,5.3,128,182,232,Pass,6,43,17,Home,Conversion
3,49,4,22.2,104,4.2,78,5.3,128,182,232,Pass,9,27,0,Home,Non-Conversion
3,3,1,24.6,88,3.8,104,6.9,90,192,178,Pass,13,78,0,Away,Non-Conversion
3,3,1,24.6,88,3.8,104,6.9,90,192,178,Run,4,79,4,Away,Conversion
3,3,1,24.6,88,3.8,104,6.9,90,192,178,Run,13,62,7,Away,Non-Conversion
3,3,1,24.6,88,3.8,104,6.9,90,192,178,Pass,10,50,0,Away,Non-Conversion
3,3,2,24.6,88,3.8,104,6.9,90,192,178,Pass,14,26,7,Away,Conversion
3,3,2,24.6,88,3.8,104,6.9,90,192,178,Pass,5,70,0,Away,Non-Conversion
3,3,2,24.6,88,3.8,104,6.9,90,192,178,Run,2,77,-3,Away,Non-Conversion
3,3,3,24.6,88,3.8,104,6.9,90,192,178,Run,8,67,0,Away,Non-Conversion
3,10,3,24.6,88,3.8,104,6.9,90,192,178,Pass,5,70,0,Away,Non-Conversion
3,10,3,24.6,88,3.8,104,6.9,90,192,178,Pass,14,15,5,Away,Non-Conversion
3,14,3,24.6,88,3.8,104,6.9,90,192,178,Pass,10,75,12,Away,Conversion
3,14,3,24.6,88,3.8,104,6.9,90,192,178,Run,2,55,3,Away,Conversion
3,14,4,24.6,88,3.8,104,6.9,90,192,178,Run,38,80,6,Away,Non-Conversion
3,17,4,24.6,88,3.8,104,6.9,90,192,178,Pass,6,71,11,Away,Conversion
3,17,4,24.6,88,3.8,104,6.9,90,192,178,Run,5,55,-3,Away,Non-Conversion
3,17,4,24.6,88,3.8,104,6.9,90,192,178,Pass,3,70,0,Away,Non-Conversion
3,17,4,24.6,88,3.8,104,6.9,90,192,178,Run,1,58,5,Away,Conversion
3,17,4,24.6,88,3.8,104,6.9,90,192,178,Pass,6,37,Intercepted(0),Away,Interception
3,7,1,31.5,48,3.8,100,7.8,44,148,92,Run,2,6,1,Home,Non-Conversion
4,7,1,31.5,48,3.8,100,7.8,44,148,92,Run,1,5,3,Home,Conversion
3,7,1,31.5,48,3.8,100,7.8,44,148,92,Run,1,1,1,Home,Conversion
3,6,2,31.5,48,3.8,100,7.8,44,148,92,Run,14,79,11,Home,Non-Conversion
3,13,2,31.5,48,3.8,100,7.8,44,148,92,Pass,6,29,0,Home,Non-Conversion
3,13,2,31.5,48,3.8,100,7.8,44,148,92,Pass,8,76,-13,Home,Sack
3,20,2,31.5,48,3.8,100,7.8,44,148,92,Run,3,68,4,Home,Conversion
3,20,2,31.5,48,3.8,100,7.8,44,148,92,Pass,8,62,-6,Home,Sack
3,23,3,31.5,48,3.8,100,7.8,44,148,92,Pass,6,16,0,Home,Non-Conversion
3,27,3,31.5,48,3.8,100,7.8,44,148,92,Pass,4,69,7,Home,Conversion
3,23,4,31.5,48,3.8,100,7.8,44,148,92,Run,1,49,6,Home,Conversion
3,23,4,31.5,48,3.8,100,7.8,44,148,92,Pass,18,49,-9,Home,Sack
3,23,4,31.5,48,3.8,100,7.8,44,148,92,Run,10,19,-2,Home,Non-Conversion
3,23,4,31.5,48,3.8,100,7.8,44,148,92,Pass,5,66,22,Home,Conversion
3,23,4,31.5,48,3.8,100,7.8,44,148,92,Pass,23,72,-4,Home,Sack
3,7,1,29.6,57,3.8,102,7.1,79,159,136,Run,1,66,0,Neutral,Non-Conversion
3,7,1,29.6,57,3.8,102,7.1,79,159,136,Run,5,31,4,Neutral,Non-Conversion
4,7,1,29.6,57,3.8,102,7.1,79,159,136,Pass,1,27,3,Neutral,Conversion
3,7,1,29.6,57,3.8,102,7.1,79,159,136,Pass,8,22,11,Neutral,Conversion
3,7,2,29.6,57,3.8,102,7.1,79,159,136,Pass,8,9,9,Neutral,Conversion
3,3,2,29.6,57,3.8,102,7.1,79,159,136,Pass,6,71,-1,Neutral,Sack
3,10,2,29.6,57,3.8,102,7.1,79,159,136,Pass,6,54,0,Neutral,Non-Conversion
3,10,3,29.6,57,3.8,102,7.1,79,159,136,Pass,4,74,6,Neutral,Conversion
3,10,3,29.6,57,3.8,102,7.1,79,159,136,Run,6,64,1,Neutral,Non-Conversion
3,10,3,29.6,57,3.8,102,7.1,79,159,136,Run,11,72,6,Neutral,Non-Conversion
3,10,3,29.6,57,3.8,102,7.1,79,159,136,Pass,10,39,-9,Neutral,Sack
3,13,4,29.6,57,3.8,102,7.1,79,159,136,Pass,5,7,7,Neutral,Conversion
3,12,4,29.6,57,3.8,102,7.1,79,159,136,Pass,7,17,Intercepted(14),Neutral,Interception
3,15,4,29.6,57,3.8,102,7.1,79,159,136,Pass,10,14,12,Neutral,Conversion
